time_stamp,handle,back_-2_post,back_-1_post,text,forward_1_post,forward_2_post,guess_who
2001-11-29 00:02:28,"Darrow, now with fire absorbed into him",2001-11-29 00:01:59 Darrow: *absorbs the fire and turns into....*,2001-11-29 00:02:12 Vavalion: God damn person calling at 2:00 AM... [tongue],"*....nothing, really*",2001-11-29 00:02:38 Dark Paladin: At 2 AM? Tell them to get a damn life. [animewink],2001-11-29 00:02:41 Hero: Uggg.,
2001-11-29 00:03:50,"Darrow, now with fire absorbed into him","2001-11-29 00:03:41 Dark Paladin: Hurry, let's all call Alucard!!!!!!!!!! [animewink]","2001-11-29 00:03:44 Cecil: That's the spirit, Vav!","I'm always up at this time....BECAUSE I ABSORBED FIRE, YEAAAAAAAAAAAH!!!!!!","2001-11-29 00:03:51 Dark Paladin: All the more reason to pull an all-nighter, Hero! [animewink]",2001-11-29 00:03:59 Cecil: Then I'd advise that. . .you don't bother going to bed!,
2001-11-29 00:06:54,"Darrow, now with fire absorbed into him",2001-11-29 00:06:42 Hero: Look at the log,"2001-11-29 00:06:53 Hero: Yes, Piki We are stuck here",Oh my God...Hero posted at the nexus of the universe....,2001-11-29 00:07:00 Vavalion: YES IT IS GODDAMNIT!!!!,"2001-11-29 00:07:05 Dark Paladin: We're always stuck here, since we're in the Matrix.",
2001-11-29 00:07:40,"Darrow, now with fire absorbed into him",2001-11-29 00:07:32 Hero: eepy?,2001-11-29 00:07:35 Dark Paladin: We cannot return to the lower layer because it has been way too long.,"OH MY GOD, WATCH OUT!!! HANDLE MONSTER IS ON THE LOOSE!!!!","2001-11-29 00:07:49 bed into him: Agggggghhhhh, it got me!",2001-11-29 00:07:49 eepy: I am EEPY! FEAR ME!,
2002-02-19 19:05:06,Darrowtz,"2002-02-19 19:05:00 Hero: Stupid Darrwo... Darrow, can you kill that guy for me?",2002-02-19 19:05:05 Vavalion: Oh yeah.,Good evening gentlemen all your base to belong us set up for great confusion.,"2002-02-19 19:05:12 Nadia: Aw, I'm not evil, and I'm a people... ^^;;;;;;;;;;",2002-02-19 19:05:35 Randofu: Scored another DiGi Charat ep! ,
2002-02-19 19:05:40,Darrowtz,2002-02-19 19:05:35 Randofu: Scored another DiGi Charat ep! ,"2002-02-19 19:05:39 Randofu: Hero, send me Lain!","He was my master, but now I'm his because I showed him my awesome power, and behold, the power of Darrow changes many.","2002-02-19 19:05:43 Vavalion: No Nadia, you're an elpoep.","2002-02-19 19:06:04 Darrowtz: *stabs Darrwo, Darrow's good twin, to death*",
2002-02-19 19:06:04,Darrowtz,"2002-02-19 19:05:40 Darrowtz: He was my master, but now I'm his because I showed him my awesome power, and behold, the power of Darrow changes many.","2002-02-19 19:05:43 Vavalion: No Nadia, you're an elpoep.","*stabs Darrwo, Darrow's good twin, to death*",2002-02-19 19:06:14 Vavalion: LOL at Darrow's good twin,"2002-02-19 19:06:29 Nadia: Yeah, the power of Darrow is scawy...",
2002-06-01 18:52:22,Dasypus Novemcinctus,2002-06-01 18:48:35 Vavalion: Because he's the son of god?,2002-06-01 18:49:56 Hero: God only has 50HP,"Well, they figure it'll be easier to off God's kid, but they're in for a nasty surprise when they find he has eighteen times the HP.",2002-06-01 19:18:55 Hero: 42 79 20 64 65 63 6F 64 65 69 6E 67 20 74 68 69 73 20 6D 65 73 73 61 67 65 2C 20 79 6F 75 20 61 67 72 65 65 20 74 68 61 74 20 79 6F 75 20 6C 6F 76 65 20 69 63 65 20 63 72 65 61 6D 21 20 4E 6F 20 69 66 73 20 61 6E 64 73 20 6F 72 20 62 75 74 73 21,2002-06-01 19:25:38 Dasypus Novemcinctus: *Poof*,
2002-06-01 19:25:38,Dasypus Novemcinctus,"2002-06-01 18:52:22 Dasypus Novemcinctus: Well, they figure it'll be easier to off God's kid, but they're in for a nasty surprise when they find he has eighteen times the HP.",2002-06-01 19:18:55 Hero: 42 79 20 64 65 63 6F 64 65 69 6E 67 20 74 68 69 73 20 6D 65 73 73 61 67 65 2C 20 79 6F 75 20 61 67 72 65 65 20 74 68 61 74 20 79 6F 75 20 6C 6F 76 65 20 69 63 65 20 63 72 65 61 6D 21 20 4E 6F 20 69 66 73 20 61 6E 64 73 20 6F 72 20 62 75 74 73 21,*Poof*,2002-06-01 19:26:02 Vavalion: *Doesn't decode that message because he's too busy shooting people*,2002-06-01 19:26:06 Vavalion: Bye Army!,
2002-06-04 20:31:44,Dasypus Novemcinctus,2002-06-04 20:31:26 Red Leader: HELP! AMY'S STEALING ME!!,2002-06-04 20:31:30 Jester: Speaking of movies.....anybody seen American History X?,"Hey all, just saying goodbye because I'm leaving for a week. *Poof*",2002-06-04 20:32:03 Psi-Amy: O_o,2002-06-04 20:32:08 Janus: Hi Army. Bye Army.,
2004-09-15 11:21:22,David,"2004-09-15 11:15:01 Randofu: If it were a database, it would be so easy. [blush]","2004-09-15 11:15:51 Janus: Yeah, well, if you're gonna make it a database...","I had it set to 50, I'll try 100","2004-09-15 11:21:38 David: Hi, BTW. My name is David.",2004-09-15 11:22:44 Random Quote: David,
2004-09-15 11:21:38,David,"2004-09-15 11:15:51 Janus: Yeah, well, if you're gonna make it a database...","2004-09-15 11:21:22 David: I had it set to 50, I'll try 100","Hi, BTW. My name is David.",2004-09-15 11:22:44 Random Quote: David,2004-09-15 11:22:56 Random Quote: Hero,
2004-09-15 11:25:03,David,2004-09-15 11:24:38 Random Quote: Lord of the Dance,2004-09-15 11:24:53 Random Quote: Lord of the Dance,There.,2004-09-15 11:25:15 Hero: *Kills David*,2004-09-15 11:26:04 Hero: Done.,
2002-01-26 22:15:52,Dead Guy,"2002-01-26 22:15:02 Hero: He goes to ""Two""","2002-01-26 22:15:27 Dark Paladin: So, Vav, you dissed my brownies, eh?!","So, you made it to Two, eh?",2002-01-26 22:15:59 Dead Guy: Hrmm,2002-01-26 22:16:05 Dead Guy: I like these colors/,
2002-01-26 22:15:59,Dead Guy,"2002-01-26 22:15:27 Dark Paladin: So, Vav, you dissed my brownies, eh?!","2002-01-26 22:15:52 Dead Guy: So, you made it to Two, eh?",Hrmm,2002-01-26 22:16:05 Dead Guy: I like these colors/,"2002-01-26 22:16:19 Vavalion: AHHHH!!! No, no, joking, DP, sir! I'm sure your brownies are awesome!",
2002-01-26 22:16:05,Dead Guy,"2002-01-26 22:15:52 Dead Guy: So, you made it to Two, eh?",2002-01-26 22:15:59 Dead Guy: Hrmm,I like these colors/,"2002-01-26 22:16:19 Vavalion: AHHHH!!! No, no, joking, DP, sir! I'm sure your brownies are awesome!",2002-01-26 22:16:41 Dead Guy: Are they magic brownies?,
2002-01-26 22:16:41,Dead Guy,2002-01-26 22:16:05 Dead Guy: I like these colors/,"2002-01-26 22:16:19 Vavalion: AHHHH!!! No, no, joking, DP, sir! I'm sure your brownies are awesome!",Are they magic brownies?,2002-01-26 22:16:53 Vavalion: What are you using Two for? Two is not a place.,2002-01-26 22:16:58 Hero: What do you think about these colors?,
2002-05-05 18:02:38,Deadnesss,2002-05-05 18:01:14 Aaron: Everything has to die some time.,2002-05-05 18:02:09 Dark Paladin: Not so early... ;_;,*Aaron dies*,2002-05-05 18:03:06 Aaron: [Hero explodes],2002-05-05 18:03:24 Dark Paladin: KILL HERO!,
2002-05-05 18:09:23,Deadnesss,2002-05-05 18:08:39 Dark Paladin: What drama?,2002-05-05 18:08:43 Dark Paladin: Shall I name a drama? [animewink],Bah,"2002-05-05 18:09:38 Dark Paladin: Bah, says the chat. [animewink]","2002-05-05 18:09:41 Dark Paladin: DIE, DEADNESS, DIE!!!",
2003-12-18 22:25:53,Death of Rats (falco/blastback),2003-12-18 22:25:44 Hero: It's still a good job. [animesmile],"2003-12-18 22:25:48 Janus: I don't know, Rand.",Hello.,"2003-12-18 22:26:02 Randofu: Fine, jeez.",2003-12-18 22:26:03 Hero: huh?,
2003-12-18 22:26:32,Death of Rats (falco/blastback),2003-12-18 22:26:20 Dark Paladin: Wow.,2003-12-18 22:26:30 Hero: o_O,"Heh, thanks for trying.",2003-12-18 22:26:35 Dark Paladin: Who's Falco?,2003-12-18 22:26:41 Dark Paladin: NOW I ruined it. [animewink],
2003-12-18 22:27:20,Death of Rats (falco/blastback),"2003-12-18 22:26:57 The Unknown Hero: Wow, Randy was right.","2003-12-18 22:27:05 Dark Paladin: [Probably a true statement, too!]",I can't believe this place is still going...,"2003-12-18 22:27:23 Janus: It's not really a blast from the past for me, you sort of have to know something about the past for it to be a blast. [tongue]",2003-12-18 22:27:33 Dark Paladin: Collection = Collect,
2004-06-06 19:32:00,Dementor,"2004-06-06 19:31:00 Snape: I'm sure Snape can conjure a Patronus. ...well, then again, I'm not sure he has any happy memories.",2004-06-06 19:31:30 Snape: ...but there's probably something else he could do.,Yo.,2004-06-06 19:32:30 Fleur Delacour: LOL,2004-06-06 19:33:00 Dementor: Aaaaaaaahhhhhhhhvvvvv....,
2004-06-06 19:33:00,Dementor,2004-06-06 19:32:00 Dementor: Yo.,2004-06-06 19:32:30 Fleur Delacour: LOL,Aaaaaaaahhhhhhhhvvvvv....,2004-06-06 19:33:30 Minerva McGonagall: kicks computer,"2004-06-06 19:34:00 Minerva McGonagall: Yeah, I can't imagine Snape with a Patronus... ^^;;;;",
2004-06-06 19:34:30,Dementor,2004-06-06 19:33:30 Minerva McGonagall: kicks computer,"2004-06-06 19:34:00 Minerva McGonagall: Yeah, I can't imagine Snape with a Patronus... ^^;;;;","Minerva, darling, how are you. C'mere, gimme a kiss!",2004-06-06 19:35:00 Snape: Maybe when Dumbledore took him in. ,2004-06-06 19:35:30 Minerva McGonagall: transforms into a cat,
2004-07-19 16:39:00,Demon,2004-07-19 16:38:38 Nadia: Poor Aaron...,2004-07-19 16:38:42 Driretlan: [smashes Army's Intellect with my ultimate power of confusion!],"*Grabs Nadia and drags her off* Hello, my name is Illidan, and I will be your damnation facilitator today.","2004-07-19 16:39:06 Driretlan: Sorry, Aaron....",2004-07-19 16:39:13 Driretlan: LOL,
2007-02-18 21:23:20,Demon,2007-02-18 21:23:10 Chadarnook: Aye!,2007-02-18 21:23:14 Crazy Man: Aye!,Aye!,2007-02-18 21:23:30 DM: ~Aye~,2007-02-18 21:23:35 Dr. Unne: Aye!,
2002-12-16 06:54:45,Demonic K'van,2002-12-16 06:50:08 Hawk: *Sat outside the blast radius because he actually knows how to use explosives correctly* XD,2002-12-16 06:54:01 Angelic K'van: *thinks of killing hawk* Whaaa...ooowwaaaa,,2002-12-16 06:55:15 Demonic K'van: Huzzah!,2002-12-16 07:05:23 K'van Cetre: You'd think this would have been interesting. But it wasn't.,
2002-12-16 06:55:15,Demonic K'van,2002-12-16 06:54:01 Angelic K'van: *thinks of killing hawk* Whaaa...ooowwaaaa,,Huzzah!,2002-12-16 07:05:23 K'van Cetre: You'd think this would have been interesting. But it wasn't.,2002-12-16 07:43:33 Cecil: *YAWN*,
2003-07-04 13:03:57,Disembodied Voice,"2003-07-04 13:03:06 Psi-Amy: Nadia, whyyyy?!",2003-07-04 13:03:29 Darrow: *shakes his fist at Nadia*,Come back when you have some TALENT! NEXT!,,2003-07-04 13:04:13 Armadillo: Can't argue with the disembodied voice.,
2003-07-04 13:05:42,Disembodied Voice,2003-07-04 13:05:31 Psi-Amy: ROTFLOL,2003-07-04 13:05:36 Armadillo: However... *Puts a fake moustache on Amy*,Next up... a new mystery contestant!,,2003-07-04 13:06:50 Darrow: *sits over in the corner with one of those big overly depressed anime expressions and sobs*,
2002-12-17 19:16:16,Disgruntled Former Michaels Employee,2002-12-17 19:15:13 I like Ice Cream too!: Kind? Cecil? Umm...,"2002-12-17 19:15:58 Wonderful, precocious, worship me now!: I like that handle too, but I can't dwell on it. ^-^","Then we can match, Piki, and share in each other's pain!",2002-12-17 19:16:25 Disgruntled Former Michaels Employee: Pleeeeeeeeeeeeeeeease?,2002-12-17 19:16:45 Disgruntled Michaels Employee: I suppose. ^^,
2002-12-17 19:16:25,Disgruntled Former Michaels Employee,"2002-12-17 19:15:58 Wonderful, precocious, worship me now!: I like that handle too, but I can't dwell on it. ^-^","2002-12-17 19:16:16 Disgruntled Former Michaels Employee: Then we can match, Piki, and share in each other's pain!",Pleeeeeeeeeeeeeeeease?,2002-12-17 19:16:45 Disgruntled Michaels Employee: I suppose. ^^,,
2002-12-17 19:17:34,Disgruntled Former Michaels Employee,2002-12-17 19:17:13 Randofu: Cecil... I'm going to roar you to death.,2002-12-17 19:17:15 Disgruntled Michaels Employee: Chances are I won't be what I want in a minute though. =P,"W00t. ~kicks her old manager for stealing money from the company, and everyone who was involved~",2002-12-17 19:17:54 DM Cecil: Back.,"2002-12-17 19:18:06 Nadia: Bleh, I'd rather just have my own handle...",
2002-12-17 19:16:45,Disgruntled Michaels Employee,"2002-12-17 19:16:16 Disgruntled Former Michaels Employee: Then we can match, Piki, and share in each other's pain!",2002-12-17 19:16:25 Disgruntled Former Michaels Employee: Pleeeeeeeeeeeeeeeease?,I suppose. ^^,,2002-12-17 19:17:13 Randofu: Cecil... I'm going to roar you to death.,
2002-12-17 19:17:15,Disgruntled Michaels Employee,,2002-12-17 19:17:13 Randofu: Cecil... I'm going to roar you to death.,Chances are I won't be what I want in a minute though. =P,"2002-12-17 19:17:34 Disgruntled Former Michaels Employee: W00t. ~kicks her old manager for stealing money from the company, and everyone who was involved~",2002-12-17 19:17:54 DM Cecil: Back.,
2002-12-17 19:18:16,Disgruntled Michaels Employee,2002-12-17 19:17:54 DM Cecil: Back.,"2002-12-17 19:18:06 Nadia: Bleh, I'd rather just have my own handle...","*trashes the Spring Floral aisle, which she was forced to set up even though there is no snow on the ground yet*",2002-12-17 19:18:17 Nadia: WB...,2002-12-17 19:18:31 DM Cecil: Thank you kindly.,
2002-12-17 19:18:48,Disgruntled Michaels Employee,2002-12-17 19:18:17 Nadia: WB...,2002-12-17 19:18:31 DM Cecil: Thank you kindly.,wb!,"2002-12-17 19:18:58 Nadia: I'm sowwy, Piki... ^^;",2002-12-17 19:19:08 DM Cecil: I'm kind. . .,
2002-12-17 19:12:53,Disgruntled Michaels employee,"2002-12-17 19:12:34 Coolest chick ever: Aha, you admit I'm worth the effort!",2002-12-17 19:12:42 Nadia: I... think I'm just going to disappear for the evening... Yeah.... ^^;;;,"That is a compliment, you know.",2002-12-17 19:12:58 Disgruntled Michaels employee: No don't Nadia!,2002-12-17 19:13:02 Janus: Why?,
2002-12-17 19:12:58,Disgruntled Michaels employee,2002-12-17 19:12:42 Nadia: I... think I'm just going to disappear for the evening... Yeah.... ^^;;;,"2002-12-17 19:12:53 Disgruntled Michaels employee: That is a compliment, you know.",No don't Nadia!,2002-12-17 19:13:02 Janus: Why?,2002-12-17 19:13:08 DM Cecil: Your suffering is more than worth the effort.,
2001-12-02 20:36:11,Disgruntled Postal Worker,"2001-12-02 20:35:38 Hero: I don't know, Vav.",2001-12-02 20:35:43 Soul: *......*,[test],2001-12-02 20:36:15 Consumate Nihilist: [test],2001-12-02 20:36:20 Consumate Realist: [test],
2001-12-25 19:12:57,Disgruntled Postal Worker,2001-12-25 19:12:14 Vibrator: This battle reminds me of FF6...,2001-12-25 19:12:28 Consumate Nihilist: Riiiight. [readies a sub-machine gun and goes caroler hunting],I'm not deliverin' any more damn greeting cards! [throws mailbags into a pile of burning plastic reindeer],2001-12-25 19:13:30 Null Handle: [in a Mr. Burns voice] Excellent.,"2001-12-25 19:16:29 Nadia: Aw, I like Christmas... ;_;",
2002-04-25 19:12:50,Disgruntled Postal Worker,2002-04-25 19:11:54 Aaron: Government Worker -> Good Benefits ,"2002-04-25 19:12:29 Nadia: Ooooooooh, you're gonna start the manga now?",And you get mandatory training in the use of heavy weaponry and implements of mass destruction! [blows up a wall of post office boxes with a cluster bomb],2002-04-25 19:12:53 Dark Paladin: That would be good though...what benefits...? [animewink],2002-04-25 19:13:21 Vavalion: LOL at Disgruntled Postal Worker,
2002-10-14 17:40:54,Disgruntled Postal Worker,2002-10-14 17:39:18 ?: Haha...HAHAHAAA!!!,2002-10-14 17:40:06 ?: Give it back...,OK. [gives the nuclear mailbomb back],2002-10-14 17:40:55 Dry: Missile launch? Cool.,2002-10-14 17:41:20 Dry: NOOOO!!!,
2001-12-17 01:52:11,Doctor,"2001-12-17 01:50:30 Mysterious Girl: IIIIIIIIIIIIIIIII know where the Twiiiiiiiiiiiiiiiiinkie issssssssssssss. Nah, nah, nah nah, nah.",2001-12-17 01:50:42 Mysterious Girl: *sticks out tongue*,*gives Piki her medication*,"2001-12-17 01:52:28 Doctor: Now, Piki... time to go nappy by...",2001-12-17 01:52:41 Doctor: *gives Piki some extra medication*,
2001-12-17 01:52:28,Doctor,2001-12-17 01:50:42 Mysterious Girl: *sticks out tongue*,2001-12-17 01:52:11 Doctor: *gives Piki her medication*,"Now, Piki... time to go nappy by...",2001-12-17 01:52:41 Doctor: *gives Piki some extra medication*,2001-12-17 01:52:55 Mysterious Girl: Don't WANNA take it. Don't WANNA.,
2001-12-17 01:52:41,Doctor,2001-12-17 01:52:11 Doctor: *gives Piki her medication*,"2001-12-17 01:52:28 Doctor: Now, Piki... time to go nappy by...",*gives Piki some extra medication*,2001-12-17 01:52:55 Mysterious Girl: Don't WANNA take it. Don't WANNA.,2001-12-17 01:53:06 Mysterious Girl: Nappy. Nappy. *giggles*,
2002-02-08 17:45:20,Door,"2002-02-08 17:44:49 Darrow: *door turns into Roseanne, which suddenly makes it even MORE hard to open, since it's big, fat, and obnoxious*",2002-02-08 17:44:59 Alita: ... Yeah... bad idea...,aaaaaaaaaaaaaaaaaaaaaaaaaahhhhh I'm stuck... JAAAAAAAACKIIIIIIIIIIIII!!!!!,2002-02-08 17:45:25 Alita: *changes the door back*,2002-02-08 17:45:34 Door: I waaaant some popcorrrrrrrnnnnnn,
2002-02-08 17:45:34,Door,2002-02-08 17:45:20 Door: aaaaaaaaaaaaaaaaaaaaaaaaaahhhhh I'm stuck... JAAAAAAAACKIIIIIIIIIIIII!!!!!,2002-02-08 17:45:25 Alita: *changes the door back*,I waaaant some popcorrrrrrrnnnnnn,2002-02-08 17:45:37 Vavalion: LOL at Roseanne,2002-02-08 17:45:41 Door: *........*,
2002-02-08 17:45:41,Door,2002-02-08 17:45:34 Door: I waaaant some popcorrrrrrrnnnnnn,2002-02-08 17:45:37 Vavalion: LOL at Roseanne,*........*,"2002-02-08 17:45:45 Nadia: ~closes her eyes and ignores eeeeeeeeeeeeeverything in the room and dreams of the Field of Flowers Southern Islands Japanese Pokemon card set she has, including the most precious Purin card, with Purin sitting in a field holding a flower~",2002-02-08 17:45:53 Crono: *unfolds himself* Bwaaaa....,
2004-06-26 22:42:59,Dr. Nick,2004-06-26 22:41:52 Hero: LOL,"2004-06-26 22:42:26 Roy: [poke][hero] say.... ""hi, everybody!"" [wink]",Hii everyboody!,2004-06-26 22:43:38 Roy: LOL!,2004-06-26 22:45:16 Roy: It's painful to watch Nadia play Simcity... [laugh],
2004-06-26 22:47:41,Dr. Nick,2004-06-26 22:45:54 Random Quote: Nadia,"2004-06-26 22:46:48 Roy: It's Smash Bros. Day, BTW.",Huh?,2004-06-26 22:48:00 Ganondorf: Yes it is.,2004-06-26 22:48:16 Roy: Today's Theme Day.,
2006-09-26 14:31:29,Dr. Unne,2006-09-26 14:30:02 Armadillo: the,2006-09-26 14:30:08 Armadillo: best,Is Cecil still here,2006-09-26 14:32:31 Dr. Unne: Is anyone there?,2006-09-26 14:42:57 Janus: Nobody's been here since last night.,
2006-09-26 14:32:31,Dr. Unne,2006-09-26 14:30:08 Armadillo: best,2006-09-26 14:31:29 Dr. Unne: Is Cecil still here,Is anyone there?,2006-09-26 14:42:57 Janus: Nobody's been here since last night.,"2006-09-26 14:43:17 Janus: Also, who the hell are you?",
2006-10-14 01:59:20,Dr. Unne,2006-10-14 01:58:36 Chadarnook: /me heals Vav,2006-10-14 01:58:49 Armadillo: [poke]Chadarnook,"/me teaches Vav the language of MADNESS, causing him to GO MAD",2006-10-14 01:59:27 Ghido: /me bites Vav,2006-10-14 01:59:34 Guard: /me stabs Vav,
2007-02-18 21:23:35,Dr. Unne,2007-02-18 21:23:20 Demon: Aye!,2007-02-18 21:23:30 DM: ~Aye~,Aye!,"2007-02-18 21:24:01 Armadillo: Okay, I'm done.","2007-02-18 21:24:31 Armadillo: Wow, that was just screwing me up all over the place. I had to reload the chat three times.",
2002-02-18 20:21:52,Drrk Paladin,2002-02-18 20:21:10 Vavalion: Okay.,2002-02-18 20:21:29 Aaron: shitagi hakiru na says Aaron. ,HrrO!!! TALK!!!!!!,2002-02-18 20:22:00 Hrro: What?,2002-02-18 20:22:25 Vavalion: EEEEEEEEE!!!!!!!,
2002-02-18 20:22:27,Drrk Paladin,2002-02-18 20:22:00 Hrro: What?,2002-02-18 20:22:25 Vavalion: EEEEEEEEE!!!!!!!,Exactly!,2002-02-18 20:22:38 Vavalion: LOL,"2002-02-18 20:22:41 Arron: ""Don't werr undrrwerr!"" ",
2001-12-10 21:40:31,Drrw,,2001-12-10 21:38:51 Vavalion: Smile?,LL @ sh,2001-12-10 21:40:39 Drrw: Mthr fckr.,2001-12-10 21:40:49 Pki: h,
2001-12-10 21:40:39,Drrw,2001-12-10 21:38:51 Vavalion: Smile?,2001-12-10 21:40:31 Drrw: LL @ sh,Mthr fckr.,2001-12-10 21:40:49 Pki: h,2001-12-10 21:41:02 Piki: fnny,
2004-12-05 20:09:09,Dwa Face,"2004-12-05 20:07:20 Katrine: And hi, guyyyyyyyyyyyys...",2004-12-05 20:08:01 Armadillo: How was I supposed to know the theme? [cry],There.,2004-12-05 20:11:11 Dwa Face: We celebrated my brother's and sister-in-law's birthdays today. Fuddruckers. [blush],"2004-12-05 20:13:41 Dwa Face: And World of Warcraft came over this week and was like, ""Hey Army, can I borrow YOUR SOUL?"" so I said, ""Okay, but I like my soul, so ber careful with it. [nono]"" and it said, ""Okay. *Swipe*"" [oro]",
2004-12-05 20:11:11,Dwa Face,2004-12-05 20:08:01 Armadillo: How was I supposed to know the theme? [cry],2004-12-05 20:09:09 Dwa Face: There.,We celebrated my brother's and sister-in-law's birthdays today. Fuddruckers. [blush],"2004-12-05 20:13:41 Dwa Face: And World of Warcraft came over this week and was like, ""Hey Army, can I borrow YOUR SOUL?"" so I said, ""Okay, but I like my soul, so ber careful with it. [nono]"" and it said, ""Okay. *Swipe*"" [oro]",2004-12-05 20:18:24 Katrine: LOL,
2004-12-05 20:13:41,Dwa Face,2004-12-05 20:09:09 Dwa Face: There.,2004-12-05 20:11:11 Dwa Face: We celebrated my brother's and sister-in-law's birthdays today. Fuddruckers. [blush],"And World of Warcraft came over this week and was like, ""Hey Army, can I borrow YOUR SOUL?"" so I said, ""Okay, but I like my soul, so ber careful with it. [nono]"" and it said, ""Okay. *Swipe*"" [oro]",2004-12-05 20:18:24 Katrine: LOL,2004-12-05 20:18:53 Bubble: I so stupid. [crazy],
2004-12-05 20:26:58,Dwa Face,"2004-12-05 20:22:41 Domo-kun: Like seriously, at least 10 times a year.",2004-12-05 20:25:03 Katrine: ROTFLOL...,"And for my sister-in-law, I got a card that said, ""I bought you a stinking hippo carcass for your birthday...But then I said, 'Gee, a stinking hippo carcass isn't a very good birthday present,"" so I kept it in the kitchen and got you a card... Believe me, you got the better deal. I almost wish I didn't buy that stinking hippo carcass now.""",2004-12-05 20:28:26 Katrine: LOL,2004-12-05 20:31:44 Bubble: Crazy Army.,
2002-02-06 12:38:52,Dárk Pâlàdin,2002-02-06 12:38:14 Ryukishi: Hero's a biiiiitch! [animewink],2002-02-06 12:38:31 Vavalion: Rooooooooooooooooar!,Hero's got nothing. [animewink],"2002-02-06 12:39:21 Dárk Pâlàdin: Well, he does have something, but it happens to be a pole. [animewink]",2002-02-06 12:39:33 Dárk Pâlàdin: And that pole just so happens to be located up a particular orifice.,
2002-02-06 12:39:21,Dárk Pâlàdin,2002-02-06 12:38:31 Vavalion: Rooooooooooooooooar!,2002-02-06 12:38:52 Dárk Pâlàdin: Hero's got nothing. [animewink],"Well, he does have something, but it happens to be a pole. [animewink]",2002-02-06 12:39:33 Dárk Pâlàdin: And that pole just so happens to be located up a particular orifice.,"2002-02-06 12:40:10 Hero: You can use your real name, ya know?",
2002-02-06 12:39:33,Dárk Pâlàdin,2002-02-06 12:38:52 Dárk Pâlàdin: Hero's got nothing. [animewink],"2002-02-06 12:39:21 Dárk Pâlàdin: Well, he does have something, but it happens to be a pole. [animewink]",And that pole just so happens to be located up a particular orifice.,"2002-02-06 12:40:10 Hero: You can use your real name, ya know?","2002-02-06 12:41:20 Dark Paladin: You can kiss my ass, ya know? [animewink]",
2001-12-08 21:46:50,Edgar Figaro,2001-12-08 21:46:23 Vavalion: I don't really remember it. Wasn't Jacinta a sword or am I totally off? ^^,"2001-12-08 21:46:39 Sraphene: Yeah, Aaron, but I get carried away with stuff. I get all excited and think it's going to be so cool and stuff, and then I just wind up doing something stupid with it. ^^;;",*Shoots Bug with autocrossbow*,"2001-12-08 21:47:06 Sraphene: Jacinta inhabited the sword Majicent, which began controlling Celes.","2001-12-08 21:48:08 Sraphene: Then Jacinta didn't need Majicent anymore, yet the sword still had some sort of control over Celes, and we never got to find out why. [tongue]",
2001-12-08 21:50:15,Edgar Figaro,"2001-12-08 21:49:34 Sraphene: I was going to have it so that, unbeknownst to everyone, that a good force had inhabited Majicent (hence, the reason it was protecting Celes instead of attacking her), but I killed the storyline because it was getting so ridiculous, on my part. [tongue]","2001-12-08 21:49:38 Bugenhagen: Vav, were you there for the night at Guardia Castle? LOL","Yeah, I think I was one of the people that started it. [tongue]",2001-12-08 21:50:55 Edgar Figaro: God that was fun.... but DP was sooooooooooooo pissed the next day.,2001-12-08 21:51:17 Aaron: ..and Soul's derranged plotline that I never got... LOL,
2001-12-08 21:50:55,Edgar Figaro,"2001-12-08 21:49:38 Bugenhagen: Vav, were you there for the night at Guardia Castle? LOL","2001-12-08 21:50:15 Edgar Figaro: Yeah, I think I was one of the people that started it. [tongue]",God that was fun.... but DP was sooooooooooooo pissed the next day.,2001-12-08 21:51:17 Aaron: ..and Soul's derranged plotline that I never got... LOL,"2001-12-08 21:51:35 Sraphene: That storyline is linked to Dasi, Rasi, and Isar, but those 3 are waaaaaaaaay on down the line. That's why I played Isar so much near the end of FFB.",
2005-05-04 00:09:33,Einos,2005-05-04 00:09:02 Janus: /think You shall no doubt remain clueless.,2005-05-04 00:09:15 Vavalion: /think It's my natural state. [nod],[grouphug],2005-05-04 00:09:40 Driretlan: [grouphug],2005-05-04 00:09:50 Janus: /think I rarely have to work at it myself. [sadded],
2005-06-08 01:54:47,Einos,"2005-06-08 01:30:36 Sraphene: Bye bye, SSU! *waves, vamooses*","2005-06-08 01:33:42 Red Leader: Bye,,,",(Inquisition - Wizards and Warriors 2),2005-06-08 01:55:44 Red Leader: [eh],2005-06-08 02:18:30 Red Leader: [SURFS],
2002-02-07 05:30:35,Elite,2002-02-07 04:21:42 K'ven Cetre: celm yourself down Rendofu [tonguewink],2002-02-07 05:28:02 elita: . . . .,Okey. [animesmile],"2002-02-07 05:31:30 Elite: Or, ehem, 'okie-dokie'.","2002-02-07 06:09:23 Rendofu: LOL... OK, Good, elite end K'ven hed the seme problem. ",
2002-02-07 05:31:30,Elite,2002-02-07 05:28:02 elita: . . . .,2002-02-07 05:30:35 Elite: Okey. [animesmile],"Or, ehem, 'okie-dokie'.","2002-02-07 06:09:23 Rendofu: LOL... OK, Good, elite end K'ven hed the seme problem. ",2002-02-07 06:10:29 Rendofu: Celm down? I went to bed et 5:30 beceuse I thought it wes 2:00.,
2005-07-20 06:50:57,Ellington,2005-07-20 06:29:19 Red Leader: [poke][aaron],2005-07-20 06:50:42 Aaron: Zomg is my greeting.,Test,"2005-07-20 06:51:56 Darrow: Whew, good enough.",2005-07-20 06:52:10 Red Leader: I see...,
